step,epoch,loss,eval_loss
0,,,1.2246417999267578
0,,,1.2246417999267578
20,0.021993127147766325,1.1524,
20,0.021993127147766325,,1.1099637746810913
40,0.04398625429553265,1.0212,
40,0.04398625429553265,,0.9776662588119507
60,0.06597938144329897,0.9013,
60,0.06597938144329897,,0.8768023252487183
80,0.0879725085910653,0.8222,
80,0.0879725085910653,,0.8267013430595398
100,0.10996563573883161,0.7703,
100,0.10996563573883161,,0.8037684559822083
120,0.13195876288659794,0.7508,
120,0.13195876288659794,,0.7868808507919312
140,0.15395189003436427,0.729,
140,0.15395189003436427,,0.7754874229431152
160,0.1759450171821306,0.7601,
160,0.1759450171821306,,0.7666502594947815
180,0.1979381443298969,0.7043,
180,0.1979381443298969,,0.7633026838302612
200,0.21993127147766323,0.7305,
200,0.21993127147766323,,0.7597969174385071
220,0.24192439862542955,0.7227,
220,0.24192439862542955,,0.750271737575531
240,0.2639175257731959,0.7147,
240,0.2639175257731959,,0.7439960241317749
260,0.2859106529209622,0.6961,
260,0.2859106529209622,,0.7408583164215088
280,0.30790378006872854,0.7269,
280,0.30790378006872854,,0.7381836771965027
300,0.32989690721649484,0.7027,
300,0.32989690721649484,,0.7355603575706482
320,0.3518900343642612,0.6994,
320,0.3518900343642612,,0.7320447564125061
340,0.3738831615120275,0.6944,
340,0.3738831615120275,,0.7299723029136658
360,0.3958762886597938,0.6919,
360,0.3958762886597938,,0.7255893349647522
380,0.41786941580756015,0.6658,
380,0.41786941580756015,,0.7259714007377625
400,0.43986254295532645,0.6915,
400,0.43986254295532645,,0.7200636267662048
420,0.4618556701030928,0.6638,
420,0.4618556701030928,,0.7192110419273376
440,0.4838487972508591,0.7004,
440,0.4838487972508591,,0.7187461853027344
460,0.5058419243986254,0.6868,
460,0.5058419243986254,,0.714733362197876
480,0.5278350515463918,0.7262,
480,0.5278350515463918,,0.7144284248352051
500,0.5498281786941581,0.678,
500,0.5498281786941581,,0.7081285715103149
520,0.5718213058419244,0.6706,
520,0.5718213058419244,,0.7070382237434387
540,0.5938144329896907,0.6696,
540,0.5938144329896907,,0.7068795561790466
560,0.6158075601374571,0.6746,
560,0.6158075601374571,,0.7076132297515869
580,0.6378006872852233,0.6829,
580,0.6378006872852233,,0.705395519733429
600,0.6597938144329897,0.6788,
600,0.6597938144329897,,0.7041921615600586
620,0.681786941580756,0.6456,
620,0.681786941580756,,0.7026642560958862
640,0.7037800687285224,0.6866,
640,0.7037800687285224,,0.7010582089424133
660,0.7257731958762886,0.6681,
660,0.7257731958762886,,0.6991763114929199
680,0.747766323024055,0.6504,
680,0.747766323024055,,0.6988144516944885
700,0.7697594501718213,0.6778,
700,0.7697594501718213,,0.6951051950454712
720,0.7917525773195876,0.6543,
720,0.7917525773195876,,0.6955193281173706
740,0.813745704467354,0.6449,
740,0.813745704467354,,0.6943452954292297
760,0.8357388316151203,0.6594,
760,0.8357388316151203,,0.6931886076927185
780,0.8577319587628865,0.6546,
780,0.8577319587628865,,0.6917650103569031
800,0.8797250859106529,0.707,
800,0.8797250859106529,,0.6907301545143127
820,0.9017182130584193,0.642,
820,0.9017182130584193,,0.6902685761451721
840,0.9237113402061856,0.6513,
840,0.9237113402061856,,0.6892987489700317
860,0.9457044673539519,0.6991,
860,0.9457044673539519,,0.6874399185180664
880,0.9676975945017182,0.6303,
880,0.9676975945017182,,0.6869756579399109
900,0.9896907216494846,0.6783,
900,0.9896907216494846,,0.6851039528846741
920,1.0116838487972508,0.7023,
920,1.0116838487972508,,0.6865668296813965
940,1.0336769759450173,0.6665,
940,1.0336769759450173,,0.6867622137069702
960,1.0556701030927835,0.6037,
960,1.0556701030927835,,0.6846479177474976
980,1.0776632302405498,0.6079,
980,1.0776632302405498,,0.6828099489212036
1000,1.0996563573883162,0.6391,
1000,1.0996563573883162,,0.6822947859764099
1020,1.1216494845360825,0.6352,
1020,1.1216494845360825,,0.6801190972328186
1040,1.1436426116838487,0.6437,
1040,1.1436426116838487,,0.6798751950263977
1060,1.1656357388316152,0.684,
1060,1.1656357388316152,,0.6793538331985474
1080,1.1876288659793814,0.6535,
1080,1.1876288659793814,,0.6783947348594666
1100,1.2096219931271477,0.6146,
1100,1.2096219931271477,,0.6779144406318665
1120,1.2316151202749142,0.6063,
1120,1.2316151202749142,,0.6765353679656982
1140,1.2536082474226804,0.5864,
1140,1.2536082474226804,,0.675961971282959
1160,1.2756013745704466,0.6458,
1160,1.2756013745704466,,0.6774475574493408
1180,1.2975945017182131,0.6358,
1180,1.2975945017182131,,0.6761924624443054
1200,1.3195876288659794,0.6033,
1200,1.3195876288659794,,0.6739570498466492
1220,1.3415807560137458,0.5878,
1220,1.3415807560137458,,0.6733624935150146
1240,1.363573883161512,0.5783,
1240,1.363573883161512,,0.6725103259086609
1260,1.3855670103092783,0.6381,
1260,1.3855670103092783,,0.6719059944152832
1280,1.4075601374570446,0.628,
1280,1.4075601374570446,,0.6699960231781006
1300,1.429553264604811,0.6145,
1300,1.429553264604811,,0.6683444380760193
1320,1.4515463917525773,0.6209,
1320,1.4515463917525773,,0.6697420477867126
1340,1.4735395189003437,0.6038,
1340,1.4735395189003437,,0.6686588525772095
1360,1.49553264604811,0.6281,
1360,1.49553264604811,,0.6662753820419312
1380,1.5175257731958762,0.6415,
1380,1.5175257731958762,,0.6653172373771667
1400,1.5395189003436425,0.6259,
1400,1.5395189003436425,,0.6647738218307495
1420,1.561512027491409,0.6276,
1420,1.561512027491409,,0.6669656038284302
1440,1.5835051546391754,0.6143,
1440,1.5835051546391754,,0.6652502417564392
1460,1.6054982817869417,0.5919,
1460,1.6054982817869417,,0.6644091606140137
1480,1.627491408934708,0.5923,
1480,1.627491408934708,,0.6644514799118042
1500,1.6494845360824741,0.5775,
1500,1.6494845360824741,,0.6627851128578186
1520,1.6714776632302404,0.6189,
1520,1.6714776632302404,,0.6621670126914978
1540,1.6934707903780069,0.6091,
1540,1.6934707903780069,,0.6622545123100281
1560,1.7154639175257733,0.6155,
1560,1.7154639175257733,,0.6620565056800842
1580,1.7374570446735396,0.6404,
1580,1.7374570446735396,,0.6618016958236694
1600,1.7594501718213058,0.6114,
1600,1.7594501718213058,,0.6620512008666992
1620,1.781443298969072,0.5913,
1620,1.781443298969072,,0.6592358350753784
1640,1.8034364261168385,0.5934,
1640,1.8034364261168385,,0.6584876179695129
1660,1.8254295532646048,0.6195,
1660,1.8254295532646048,,0.6591471433639526
1680,1.8474226804123712,0.6345,
1680,1.8474226804123712,,0.6589359045028687
1700,1.8694158075601375,0.6221,
1700,1.8694158075601375,,0.6600379943847656
1720,1.8914089347079037,0.6521,
1720,1.8914089347079037,,0.6597011089324951
1740,1.91340206185567,0.6198,
1740,1.91340206185567,,0.6595844030380249
1760,1.9353951890034364,0.6156,
1760,1.9353951890034364,,0.6585152745246887
1780,1.957388316151203,0.5798,
1780,1.957388316151203,,0.6576229333877563
1800,1.9793814432989691,0.6052,
1800,1.9793814432989691,,0.6574069261550903
1820,2.0013745704467354,0.6257,
1820,2.0013745704467354,,0.6572207808494568
1840,2.0233676975945016,0.6062,
1840,2.0233676975945016,,0.6582854390144348
1860,2.045360824742268,0.5795,
1860,2.045360824742268,,0.6595787405967712
1880,2.0673539518900346,0.5922,
1880,2.0673539518900346,,0.6584177017211914
1900,2.089347079037801,0.5549,
1900,2.089347079037801,,0.6584644317626953
1920,2.111340206185567,0.6085,
1920,2.111340206185567,,0.6583468914031982
1940,2.1333333333333333,0.5794,
1940,2.1333333333333333,,0.658985435962677
1960,2.1553264604810995,0.5966,
1960,2.1553264604810995,,0.6574518084526062
1980,2.177319587628866,0.5881,
1980,2.177319587628866,,0.6574019193649292
2000,2.1993127147766325,0.5656,
2000,2.1993127147766325,,0.656952977180481
2020,2.2213058419243987,0.5426,
2020,2.2213058419243987,,0.6559528708457947
2040,2.243298969072165,0.5838,
2040,2.243298969072165,,0.6558322310447693
2060,2.265292096219931,0.558,
2060,2.265292096219931,,0.6556031703948975
2080,2.2872852233676975,0.6019,
2080,2.2872852233676975,,0.6557357907295227
2100,2.3092783505154637,0.5947,
2100,2.3092783505154637,,0.6561382412910461
2120,2.3312714776632304,0.5847,
2120,2.3312714776632304,,0.6546292304992676
2140,2.3532646048109966,0.5934,
2140,2.3532646048109966,,0.6548996567726135
2160,2.375257731958763,0.596,
2160,2.375257731958763,,0.6544050574302673
2180,2.397250859106529,0.5886,
2180,2.397250859106529,,0.6540226340293884
2200,2.4192439862542954,0.5934,
2200,2.4192439862542954,,0.654293954372406
2220,2.441237113402062,0.6009,
2220,2.441237113402062,,0.6535869836807251
2240,2.4632302405498283,0.612,
2240,2.4632302405498283,,0.6538817882537842
2260,2.4852233676975946,0.5934,
2260,2.4852233676975946,,0.6538833379745483
2280,2.507216494845361,0.6041,
2280,2.507216494845361,,0.6534982919692993
2300,2.529209621993127,0.5853,
2300,2.529209621993127,,0.6530308723449707
2320,2.5512027491408933,0.5636,
2320,2.5512027491408933,,0.653123140335083
2340,2.5731958762886595,0.6125,
2340,2.5731958762886595,,0.6529920697212219
